occurrence_id	taxon_id	sex	life stage	locality
C51830	T35259			
C51831	T35260	http://purl.obolibrary.org/obo/PATO_0000384		
C51832	T35260			
C51833	T35261	http://purl.obolibrary.org/obo/PATO_0000384		
C51834	T35261			
C51835	T35262	http://purl.obolibrary.org/obo/PATO_0000384		
C51836	T35262			
C51837	T35263	http://purl.obolibrary.org/obo/PATO_0000384		
C51838	T35263			
C51839	T35264	http://purl.obolibrary.org/obo/PATO_0000384		
C51840	T35264			
C51841	T35265	http://purl.obolibrary.org/obo/PATO_0000384		
C51842	T35265			
C51843	T35266	http://purl.obolibrary.org/obo/PATO_0000384		
C51844	T35266			
C51845	T35267	http://purl.obolibrary.org/obo/PATO_0000384		
C51846	T35267			
C51847	T35268	http://purl.obolibrary.org/obo/PATO_0000384		
C51848	T35268			
C51849	T35269	http://purl.obolibrary.org/obo/PATO_0000384		
C51850	T35269			
C51851	T35270	http://purl.obolibrary.org/obo/PATO_0000384		
C51852	T35270			
C51853	T35271	http://purl.obolibrary.org/obo/PATO_0000384		
C51854	T35271			
C51855	T35272	http://purl.obolibrary.org/obo/PATO_0000384		
C51856	T35272			
C51857	T35273	http://purl.obolibrary.org/obo/PATO_0000384		
C51858	T35273			
C51859	T35274	http://purl.obolibrary.org/obo/PATO_0000384		
C51860	T35274			
C51861	T35275	http://purl.obolibrary.org/obo/PATO_0000384		
C51862	T35275			
C51863	T35276			
C51864	T35277	http://purl.obolibrary.org/obo/PATO_0000384		
C51865	T35277			
C51866	T35278	http://purl.obolibrary.org/obo/PATO_0000384		
C51867	T35278			
C51868	T35279	http://purl.obolibrary.org/obo/PATO_0000384		
C51869	T35280	http://purl.obolibrary.org/obo/PATO_0000384		
C51870	T35280			
C51871	T35281	http://purl.obolibrary.org/obo/PATO_0000384		
C51872	T35281			
C51873	T35282	http://purl.obolibrary.org/obo/PATO_0000384		
C51874	T35282			
C51875	T35283	http://purl.obolibrary.org/obo/PATO_0000384		
C51876	T35283			
C51877	T35284	http://purl.obolibrary.org/obo/PATO_0000384		
C51878	T35285	http://purl.obolibrary.org/obo/PATO_0000384		
C51879	T35286	http://purl.obolibrary.org/obo/PATO_0000384		
C51880	T35286			
C51881	T35287	http://purl.obolibrary.org/obo/PATO_0000384		
C51882	T35287			
C51883	T35288	http://purl.obolibrary.org/obo/PATO_0000384		
C51884	T35288			
C51885	T35289	http://purl.obolibrary.org/obo/PATO_0000384		
C51886	T35289			
C51887	T35290	http://purl.obolibrary.org/obo/PATO_0000384		
C51888	T35290			
C51889	T35291	http://purl.obolibrary.org/obo/PATO_0000384		
C51890	T35291			
C51892	T35292			
C51893	T35293	http://purl.obolibrary.org/obo/PATO_0000384		
C51894	T35293			
C51895	T35294	http://purl.obolibrary.org/obo/PATO_0000384		
C51896	T35294			
C51897	T35295	http://purl.obolibrary.org/obo/PATO_0000384		
C51898	T35296	http://purl.obolibrary.org/obo/PATO_0000384		
C51899	T35297	http://purl.obolibrary.org/obo/PATO_0000384		
C51900	T35297			
C51901	T35298	http://purl.obolibrary.org/obo/PATO_0000384		
C51902	T35298			
C51903	T35299	http://purl.obolibrary.org/obo/PATO_0000384		
C51904	T35299			
C51905	T35300	http://purl.obolibrary.org/obo/PATO_0000384		
C51906	T35300			
C51907	T35301	http://purl.obolibrary.org/obo/PATO_0000384		
C51908	T35301			
C51909	T35302	http://purl.obolibrary.org/obo/PATO_0000384		
C51910	T35302			
C51911	T35303	http://purl.obolibrary.org/obo/PATO_0000384		
C51912	T35304	http://purl.obolibrary.org/obo/PATO_0000384		
C51913	T35304			
C51914	T35305	http://purl.obolibrary.org/obo/PATO_0000384		
C51915	T35305			
C51916	T35306	http://purl.obolibrary.org/obo/PATO_0000384		
C51917	T35306			
C51918	T35307	http://purl.obolibrary.org/obo/PATO_0000384		
C51919	T35308	http://purl.obolibrary.org/obo/PATO_0000384		
C51920	T35309	http://purl.obolibrary.org/obo/PATO_0000384		
C51921	T35309			
C51922	T35310	http://purl.obolibrary.org/obo/PATO_0000384		
C51923	T35310			
C51924	T35311	http://purl.obolibrary.org/obo/PATO_0000384		
C51925	T35312	http://purl.obolibrary.org/obo/PATO_0000384		
C51926	T35312			
C51927	T35313	http://purl.obolibrary.org/obo/PATO_0000384		
C51928	T35313			
C51929	T35314	http://purl.obolibrary.org/obo/PATO_0000384		
C51930	T35314			
C51931	T35315	http://purl.obolibrary.org/obo/PATO_0000384		
C51932	T35315			
C51933	T35316	http://purl.obolibrary.org/obo/PATO_0000384		
C51934	T35316			
C51935	T35317	http://purl.obolibrary.org/obo/PATO_0000384		
C51936	T35317			
C51937	T35318	http://purl.obolibrary.org/obo/PATO_0000384		
C51938	T35318			
C51939	T35319	http://purl.obolibrary.org/obo/PATO_0000384		
C51940	T35319			
C51941	T35320	http://purl.obolibrary.org/obo/PATO_0000384		
C51942	T35320			
C51943	T35321	http://purl.obolibrary.org/obo/PATO_0000384		
C51944	T35322	http://purl.obolibrary.org/obo/PATO_0000384		
C51945	T35322			
C51946	T35323	http://purl.obolibrary.org/obo/PATO_0000384		
C51947	T35323			
C51948	T35324	http://purl.obolibrary.org/obo/PATO_0000384		
C51949	T35325	http://purl.obolibrary.org/obo/PATO_0000384		
C51950	T35325			
C51951	T35326	http://purl.obolibrary.org/obo/PATO_0000384		
C51952	T35326			
C51953	T35327	http://purl.obolibrary.org/obo/PATO_0000384		
C51954	T35327			
C51955	T35328	http://purl.obolibrary.org/obo/PATO_0000384		
C51956	T35328			
C51957	T35329	http://purl.obolibrary.org/obo/PATO_0000384		
C51958	T35329			
C51959	T35330	http://purl.obolibrary.org/obo/PATO_0000384		
C51960	T35330			
C51961	T35331	http://purl.obolibrary.org/obo/PATO_0000384		
C51962	T35331			
C51963	T35332	http://purl.obolibrary.org/obo/PATO_0000384		
C51964	T35332			
C51965	T35333	http://purl.obolibrary.org/obo/PATO_0000384		
C51966	T35333			
C51967	T35334	http://purl.obolibrary.org/obo/PATO_0000384		
C51968	T35335	http://purl.obolibrary.org/obo/PATO_0000384		
C51969	T35335			
C51970	T35336	http://purl.obolibrary.org/obo/PATO_0000384		
C51971	T35336			
C51972	T35337	http://purl.obolibrary.org/obo/PATO_0000384		
C51973	T35337			
C51974	T35338	http://purl.obolibrary.org/obo/PATO_0000384		
C51975	T35338			
C51976	T35339	http://purl.obolibrary.org/obo/PATO_0000384		
C51977	T35339			
C51978	T35340	http://purl.obolibrary.org/obo/PATO_0000384		
C51979	T35340			
C51980	T35341	http://purl.obolibrary.org/obo/PATO_0000384		
C51981	T35341			
C51982	T35342	http://purl.obolibrary.org/obo/PATO_0000384		
C51983	T35342			
C51985	T35343			
C56492	T35343			
C51986	T35344	http://purl.obolibrary.org/obo/PATO_0000384		
C51987	T35344			
C51988	T35345	http://purl.obolibrary.org/obo/PATO_0000384		
C51989	T35345			
C51990	T35346	http://purl.obolibrary.org/obo/PATO_0000384		
C51991	T35346			
C51992	T35347	http://purl.obolibrary.org/obo/PATO_0000384		
C51993	T35347			
C51994	T35348	http://purl.obolibrary.org/obo/PATO_0000384		
C51995	T35348			
C51996	T35349	http://purl.obolibrary.org/obo/PATO_0000384		
C51997	T35349			
C51998	T35350	http://purl.obolibrary.org/obo/PATO_0000384		
C51999	T35350			
C52000	T35351	http://purl.obolibrary.org/obo/PATO_0000384		
C52001	T35351			
C52002	T35352	http://purl.obolibrary.org/obo/PATO_0000384		
C52003	T35352			
C52004	T35353	http://purl.obolibrary.org/obo/PATO_0000384		
C52005	T35354	http://purl.obolibrary.org/obo/PATO_0000384		
C52006	T35354			
C52007	T35355	http://purl.obolibrary.org/obo/PATO_0000384		
C52008	T35355			
C52009	T35356	http://purl.obolibrary.org/obo/PATO_0000384		
C52010	T35356			
C52011	T35357	http://purl.obolibrary.org/obo/PATO_0000384		
C52012	T35357			
C52013	T35358	http://purl.obolibrary.org/obo/PATO_0000384		
C52014	T35358			
C52015	T35359	http://purl.obolibrary.org/obo/PATO_0000384		
C52016	T35359			
C52017	T35360	http://purl.obolibrary.org/obo/PATO_0000384		
C52018	T35360			
C52019	T35361	http://purl.obolibrary.org/obo/PATO_0000384		
C52020	T35361			
C52022	T35362			
C52024	T35364	http://purl.obolibrary.org/obo/PATO_0000384		
C52025	T35364			
C52026	T35365	http://purl.obolibrary.org/obo/PATO_0000384		
C52027	T35365			
C52029	T35366			
C52030	T35367	http://purl.obolibrary.org/obo/PATO_0000384		
C52031	T35367			
C52032	T35368	http://purl.obolibrary.org/obo/PATO_0000384		
C52033	T35368			
C52034	T35369	http://purl.obolibrary.org/obo/PATO_0000384		
C52036	T35370			
C52037	T35371	http://purl.obolibrary.org/obo/PATO_0000384		
C52038	T35371			
C52039	T35372	http://purl.obolibrary.org/obo/PATO_0000384		
C52040	T35372			
C52041	T35373	http://purl.obolibrary.org/obo/PATO_0000384		
C52044	T35375			
C52045	T35376	http://purl.obolibrary.org/obo/PATO_0000384		
C52046	T35377	http://purl.obolibrary.org/obo/PATO_0000384		
C52047	T35377			
C52048	T35378	http://purl.obolibrary.org/obo/PATO_0000384		
C52049	T35378			
C52051	T35379			
C52053	T35381	http://purl.obolibrary.org/obo/PATO_0000384		
C52054	T35381			
C52055	T35382	http://purl.obolibrary.org/obo/PATO_0000384		
C52056	T35382			
C52057	T35383	http://purl.obolibrary.org/obo/PATO_0000384		
C52058	T35383			
C52059	T35384	http://purl.obolibrary.org/obo/PATO_0000384		
C52060	T35385	http://purl.obolibrary.org/obo/PATO_0000384		
C52061	T35385			
C52062	T35386	http://purl.obolibrary.org/obo/PATO_0000384		
C52063	T35387	http://purl.obolibrary.org/obo/PATO_0000384		
C52064	T35387			
C52065	T35388	http://purl.obolibrary.org/obo/PATO_0000384		
C52066	T35389	http://purl.obolibrary.org/obo/PATO_0000384		
C52067	T35390	http://purl.obolibrary.org/obo/PATO_0000384		
C52068	T35391	http://purl.obolibrary.org/obo/PATO_0000384		
C52069	T35392	http://purl.obolibrary.org/obo/PATO_0000384		
C52070	T35392			
C52071	T35393	http://purl.obolibrary.org/obo/PATO_0000384		
C52072	T35394	http://purl.obolibrary.org/obo/PATO_0000384		
C52073	T35395	http://purl.obolibrary.org/obo/PATO_0000384		
C52074	T35395			
C52076	T35396			
C52077	T35397	http://purl.obolibrary.org/obo/PATO_0000384		
C52078	T35398	http://purl.obolibrary.org/obo/PATO_0000384		
C52079	T35398			
C52081	T35399			
C52083	T35400			
C52084	T35401	http://purl.obolibrary.org/obo/PATO_0000384		
C52085	T35402	http://purl.obolibrary.org/obo/PATO_0000384		
C52086	T35402			
C52088	T35404	http://purl.obolibrary.org/obo/PATO_0000384		
C52089	T35405	http://purl.obolibrary.org/obo/PATO_0000384		
C52090	T35405			
C52091	T35406	http://purl.obolibrary.org/obo/PATO_0000384		
C52092	T35407	http://purl.obolibrary.org/obo/PATO_0000384		
C52093	T35407			
C52094	T35408	http://purl.obolibrary.org/obo/PATO_0000384		
C52095	T35409	http://purl.obolibrary.org/obo/PATO_0000384		
C52096	T35409			
C52097	T35410	http://purl.obolibrary.org/obo/PATO_0000384		
C52098	T35410			
C52099	T35411	http://purl.obolibrary.org/obo/PATO_0000384		
C52100	T35411			
C52101	T35412	http://purl.obolibrary.org/obo/PATO_0000384		
C52104	T35414			
C52105	T35415	http://purl.obolibrary.org/obo/PATO_0000384		
C52106	T35416	http://purl.obolibrary.org/obo/PATO_0000384		
C52107	T35417	http://purl.obolibrary.org/obo/PATO_0000384		
C52108	T35418	http://purl.obolibrary.org/obo/PATO_0000384		
C52109	T35419	http://purl.obolibrary.org/obo/PATO_0000384		
C52110	T35419			
C52112	T35421	http://purl.obolibrary.org/obo/PATO_0000384		
C52113	T35421			
C52114	T35422	http://purl.obolibrary.org/obo/PATO_0000384		
C52115	T35422			
C52116	T35423	http://purl.obolibrary.org/obo/PATO_0000384		
C52117	T35423			
C52118	T35424	http://purl.obolibrary.org/obo/PATO_0000384		
C52119	T35424			
C52120	T35425	http://purl.obolibrary.org/obo/PATO_0000384		
C52121	T35425			
C52122	T35426	http://purl.obolibrary.org/obo/PATO_0000384		
C52123	T35426			
C52124	T35427	http://purl.obolibrary.org/obo/PATO_0000384		
C52125	T35427			
C52126	T35428	http://purl.obolibrary.org/obo/PATO_0000384		
C52127	T35428			
C52129	T35430	http://purl.obolibrary.org/obo/PATO_0000384		
C52130	T35431	http://purl.obolibrary.org/obo/PATO_0000384		
C52131	T35431			
C52132	T35432	http://purl.obolibrary.org/obo/PATO_0000384		
C52133	T35432			
C52134	T35433	http://purl.obolibrary.org/obo/PATO_0000384		
C52135	T35433			
C52136	T35434	http://purl.obolibrary.org/obo/PATO_0000384		
C52137	T35434			
C52138	T35435	http://purl.obolibrary.org/obo/PATO_0000384		
C52139	T35435			
C52140	T35436	http://purl.obolibrary.org/obo/PATO_0000384		
C52141	T35436			
C52142	T35437	http://purl.obolibrary.org/obo/PATO_0000384		
C52143	T35438	http://purl.obolibrary.org/obo/PATO_0000384		
C52144	T35438			
C52145	T35439	http://purl.obolibrary.org/obo/PATO_0000384		
C52146	T35440	http://purl.obolibrary.org/obo/PATO_0000384		
C52147	T35441	http://purl.obolibrary.org/obo/PATO_0000384		
C52148	T35441			
C52149	T35442	http://purl.obolibrary.org/obo/PATO_0000384		
C52150	T35442			
C52151	T35443	http://purl.obolibrary.org/obo/PATO_0000384		
C52152	T35443			
C52153	T35444	http://purl.obolibrary.org/obo/PATO_0000384		
C52154	T35444			
C52155	T35445	http://purl.obolibrary.org/obo/PATO_0000384		
C52156	T35445			
C52157	T35446	http://purl.obolibrary.org/obo/PATO_0000384		
C52158	T35446			
C52159	T35447	http://purl.obolibrary.org/obo/PATO_0000384		
C52160	T35447			
C52161	T35448	http://purl.obolibrary.org/obo/PATO_0000384		
C52162	T35449	http://purl.obolibrary.org/obo/PATO_0000384		
C52163	T35449			
C52164	T35450	http://purl.obolibrary.org/obo/PATO_0000384		
C52165	T35451	http://purl.obolibrary.org/obo/PATO_0000384		
C52166	T35451			
C52167	T35452	http://purl.obolibrary.org/obo/PATO_0000384		
C52168	T35452			
C52169	T35453	http://purl.obolibrary.org/obo/PATO_0000384		
C52170	T35453			
C52171	T35454	http://purl.obolibrary.org/obo/PATO_0000384		
C52172	T35454			
C52173	T35455	http://purl.obolibrary.org/obo/PATO_0000384		
C52174	T35456	http://purl.obolibrary.org/obo/PATO_0000384		
C52175	T35456			
C52176	T35457	http://purl.obolibrary.org/obo/PATO_0000384		
C52177	T35458	http://purl.obolibrary.org/obo/PATO_0000384		
C52178	T35458			
C52179	T35459	http://purl.obolibrary.org/obo/PATO_0000384		
C52180	T35460	http://purl.obolibrary.org/obo/PATO_0000384		
C52181	T35460			
C52182	T35461	http://purl.obolibrary.org/obo/PATO_0000384		
C52183	T35461			
C52184	T35462	http://purl.obolibrary.org/obo/PATO_0000384		
C52185	T35462			
C52186	T35463	http://purl.obolibrary.org/obo/PATO_0000384		
C52188	T35465	http://purl.obolibrary.org/obo/PATO_0000384		
C52189	T35465			
C52190	T35466	http://purl.obolibrary.org/obo/PATO_0000384		
C52191	T35466			
C52192	T35467	http://purl.obolibrary.org/obo/PATO_0000384		
C52193	T35467			
C52194	T35468	http://purl.obolibrary.org/obo/PATO_0000384		
C52195	T35468			
C52196	T35469	http://purl.obolibrary.org/obo/PATO_0000384		
C52197	T35469			
C52198	T35470	http://purl.obolibrary.org/obo/PATO_0000384		
C52199	T35470			
C52200	T35471	http://purl.obolibrary.org/obo/PATO_0000384		
C52201	T35472	http://purl.obolibrary.org/obo/PATO_0000384		
C52202	T35473	http://purl.obolibrary.org/obo/PATO_0000384		
C52203	T35473			
C52204	T35474	http://purl.obolibrary.org/obo/PATO_0000384		
C52205	T35474			
C52206	T35475	http://purl.obolibrary.org/obo/PATO_0000384		
C52207	T35475			
C52208	T35476	http://purl.obolibrary.org/obo/PATO_0000384		
C52209	T35476			
C52210	T35477	http://purl.obolibrary.org/obo/PATO_0000384		
C52211	T35478	http://purl.obolibrary.org/obo/PATO_0000384		
C52212	T35478			
C52214	T35479			
C57143	T35479			
C52215	T35480	http://purl.obolibrary.org/obo/PATO_0000384		
C52216	T35480			
C52217	T35481	http://purl.obolibrary.org/obo/PATO_0000384		
C52218	T35481			
C52219	T35482	http://purl.obolibrary.org/obo/PATO_0000384		
C52220	T35482			
C52221	T35483	http://purl.obolibrary.org/obo/PATO_0000384		
C52222	T35483			
C52223	T35484	http://purl.obolibrary.org/obo/PATO_0000384		
C52224	T35485	http://purl.obolibrary.org/obo/PATO_0000384		
C52225	T35485			
C52226	T35486	http://purl.obolibrary.org/obo/PATO_0000384		
C52227	T35486			
C52228	T35487	http://purl.obolibrary.org/obo/PATO_0000384		
C52229	T35487			
C52230	T35488	http://purl.obolibrary.org/obo/PATO_0000384		
C52231	T35488			
C52232	T35488	http://purl.obolibrary.org/obo/PATO_0000384		
C52234	T35489			
C57790	T35489			
C52235	T35490	http://purl.obolibrary.org/obo/PATO_0000384		
C52236	T35490			
C52237	T35491	http://purl.obolibrary.org/obo/PATO_0000384		
C52238	T35491			
C52239	T35492	http://purl.obolibrary.org/obo/PATO_0000384		
C52240	T35492			
C52241	T35493	http://purl.obolibrary.org/obo/PATO_0000384		
C52242	T35493			
C58122	T35494			
C52244	T35495	http://purl.obolibrary.org/obo/PATO_0000384		
C52245	T35495			
C52246	T35496	http://purl.obolibrary.org/obo/PATO_0000384		
C52247	T35497	http://purl.obolibrary.org/obo/PATO_0000384		
C52248	T35497			
C52249	T35498	http://purl.obolibrary.org/obo/PATO_0000384		
C52250	T35498			
C52251	T35499	http://purl.obolibrary.org/obo/PATO_0000384		
C52252	T35499			
C52253	T35500	http://purl.obolibrary.org/obo/PATO_0000384		
C52254	T35500			
C52255	T35501	http://purl.obolibrary.org/obo/PATO_0000384		
C52256	T35501			
C52257	T35502	http://purl.obolibrary.org/obo/PATO_0000384		
C52258	T35503	http://purl.obolibrary.org/obo/PATO_0000384		
C52259	T35504	http://purl.obolibrary.org/obo/PATO_0000384		
C52260	T35505	http://purl.obolibrary.org/obo/PATO_0000384		
C52261	T35506	http://purl.obolibrary.org/obo/PATO_0000384		
C52262	T35507	http://purl.obolibrary.org/obo/PATO_0000384		
C52263	T35507			
C52264	T35508	http://purl.obolibrary.org/obo/PATO_0000384		
C52265	T35509	http://purl.obolibrary.org/obo/PATO_0000384		
C52266	T35510	http://purl.obolibrary.org/obo/PATO_0000384		
C52267	T35511	http://purl.obolibrary.org/obo/PATO_0000384		
C52268	T35512	http://purl.obolibrary.org/obo/PATO_0000384		
C52269	T35513	http://purl.obolibrary.org/obo/PATO_0000384		
C52270	T35514	http://purl.obolibrary.org/obo/PATO_0000384		
C52271	T35514			
C52272	T35515	http://purl.obolibrary.org/obo/PATO_0000384		
C52274	T35516			
C52276	T35517			
C57793	T35517			
C52279	T35518			
C56960	T35518			
C52281	T35519	http://purl.obolibrary.org/obo/PATO_0000384		
C52282	T35519			
C52283	T35520	http://purl.obolibrary.org/obo/PATO_0000384		
C52284	T35521	http://purl.obolibrary.org/obo/PATO_0000384		
C52285	T35522	http://purl.obolibrary.org/obo/PATO_0000384		
C52286	T35523	http://purl.obolibrary.org/obo/PATO_0000384		
C52287	T35524	http://purl.obolibrary.org/obo/PATO_0000384		
C52288	T35525	http://purl.obolibrary.org/obo/PATO_0000384		
C52289	T35525			
C52290	T35526	http://purl.obolibrary.org/obo/PATO_0000384		
C52291	T35526			
C52292	T35527	http://purl.obolibrary.org/obo/PATO_0000384		
C52293	T35527			
C52294	T35528	http://purl.obolibrary.org/obo/PATO_0000384		
C52295	T35528			
C52296	T35529	http://purl.obolibrary.org/obo/PATO_0000384		
C52297	T35530	http://purl.obolibrary.org/obo/PATO_0000384		
C52298	T35531	http://purl.obolibrary.org/obo/PATO_0000384		
C52299	T35532	http://purl.obolibrary.org/obo/PATO_0000384		
C52300	T35533	http://purl.obolibrary.org/obo/PATO_0000384		
C58577	T35534			
C52302	T35535	http://purl.obolibrary.org/obo/PATO_0000384		
C52303	T35536	http://purl.obolibrary.org/obo/PATO_0000384		
C52304	T35536			
C52305	T35536			
C52306	T35537	http://purl.obolibrary.org/obo/PATO_0000384		
C52307	T35537			
C52308	T35538	http://purl.obolibrary.org/obo/PATO_0000384		
C52309	T35538			
C52310	T35539	http://purl.obolibrary.org/obo/PATO_0000384		
C52311	T35539			
C52312	T35540	http://purl.obolibrary.org/obo/PATO_0000384		
C52313	T35540			
C52314	T35541	http://purl.obolibrary.org/obo/PATO_0000384		
C52315	T35541			
C52316	T35542	http://purl.obolibrary.org/obo/PATO_0000384		
C52317	T35542			
C52318	T35543	http://purl.obolibrary.org/obo/PATO_0000384		
C52319	T35543			
C52320	T35544	http://purl.obolibrary.org/obo/PATO_0000384		
C52321	T35544			
C52322	T35545	http://purl.obolibrary.org/obo/PATO_0000384		
C52323	T35545			
C52324	T35546	http://purl.obolibrary.org/obo/PATO_0000384		
C52325	T35546			
C52326	T35547	http://purl.obolibrary.org/obo/PATO_0000384		
C52327	T35547			
C52328	T35548	http://purl.obolibrary.org/obo/PATO_0000384		
C52329	T35549	http://purl.obolibrary.org/obo/PATO_0000384		
C52330	T35549			
C52331	T35550	http://purl.obolibrary.org/obo/PATO_0000384		
C52332	T35550			
C52333	T35551	http://purl.obolibrary.org/obo/PATO_0000384		
C52334	T35551			
C52335	T35552	http://purl.obolibrary.org/obo/PATO_0000384		
C52336	T35552			
C52337	T35553	http://purl.obolibrary.org/obo/PATO_0000384		
C52338	T35554	http://purl.obolibrary.org/obo/PATO_0000384		
C52339	T35555	http://purl.obolibrary.org/obo/PATO_0000384		
C52340	T35555			
C52342	T35556			
C52343	T35557	http://purl.obolibrary.org/obo/PATO_0000384		
C52344	T35557			
C52346	T35558			
C57131	T35558			
C52348	T35559			
C52350	T35560			
C58116	T35560			
C52351	T35561	http://purl.obolibrary.org/obo/PATO_0000384		
C52352	T35562	http://purl.obolibrary.org/obo/PATO_0000384		
C52353	T35562			
C52354	T35563	http://purl.obolibrary.org/obo/PATO_0000384		
C52355	T35563			
C52356	T35564	http://purl.obolibrary.org/obo/PATO_0000384		
C52357	T35564			
C52358	T35565	http://purl.obolibrary.org/obo/PATO_0000384		
C52359	T35565			
C52360	T35566	http://purl.obolibrary.org/obo/PATO_0000384		
C52361	T35566			
C52362	T35567	http://purl.obolibrary.org/obo/PATO_0000384		
C52363	T35567			
C52364	T35568	http://purl.obolibrary.org/obo/PATO_0000384		
C52365	T35569	http://purl.obolibrary.org/obo/PATO_0000384		
C52366	T35569			
C52367	T35570	http://purl.obolibrary.org/obo/PATO_0000384		
C52368	T35570			
C52369	T35571	http://purl.obolibrary.org/obo/PATO_0000384		
C52370	T35572	http://purl.obolibrary.org/obo/PATO_0000384		
C52371	T35573	http://purl.obolibrary.org/obo/PATO_0000384		
C52372	T35574	http://purl.obolibrary.org/obo/PATO_0000384		
C52373	T35575	http://purl.obolibrary.org/obo/PATO_0000384		
C52374	T35575			
C52375	T35576	http://purl.obolibrary.org/obo/PATO_0000384		
C52376	T35576			
C52377	T35577	http://purl.obolibrary.org/obo/PATO_0000384		
C52378	T35577			
C52379	T35578	http://purl.obolibrary.org/obo/PATO_0000384		
C52380	T35579	http://purl.obolibrary.org/obo/PATO_0000384		
C52381	T35580	http://purl.obolibrary.org/obo/PATO_0000384		
C52382	T35580			
C52383	T35581	http://purl.obolibrary.org/obo/PATO_0000384		
C52384	T35581			
C52385	T35582	http://purl.obolibrary.org/obo/PATO_0000384		
C52386	T35583	http://purl.obolibrary.org/obo/PATO_0000384		
C52387	T35583			
C52388	T35584	http://purl.obolibrary.org/obo/PATO_0000384		
C52389	T35584			
C52390	T35585	http://purl.obolibrary.org/obo/PATO_0000384		
C52391	T35586	http://purl.obolibrary.org/obo/PATO_0000384		
C52392	T35587	http://purl.obolibrary.org/obo/PATO_0000384		
C52393	T35587			
C52394	T35588	http://purl.obolibrary.org/obo/PATO_0000384		
C52395	T35588			
C52396	T35589	http://purl.obolibrary.org/obo/PATO_0000384		
C52397	T35589			
C52398	T35590	http://purl.obolibrary.org/obo/PATO_0000384		
C52399	T35591	http://purl.obolibrary.org/obo/PATO_0000384		
C52400	T35592	http://purl.obolibrary.org/obo/PATO_0000384		
C52401	T35592			
C52402	T35593	http://purl.obolibrary.org/obo/PATO_0000384		
C52403	T35593			
C52404	T35594	http://purl.obolibrary.org/obo/PATO_0000384		
C52405	T35594			
C52406	T35595			
C52407	T35596	http://purl.obolibrary.org/obo/PATO_0000384		
C52408	T35596			
C52409	T35597	http://purl.obolibrary.org/obo/PATO_0000384		
C52411	T35598			
C52412	T35599	http://purl.obolibrary.org/obo/PATO_0000384		
C52413	T35599			
C52414	T35600	http://purl.obolibrary.org/obo/PATO_0000384		
C52415	T35600			
C52416	T35601	http://purl.obolibrary.org/obo/PATO_0000384		
C52417	T35602	http://purl.obolibrary.org/obo/PATO_0000384		
C52418	T35602			
C52419	T35603	http://purl.obolibrary.org/obo/PATO_0000384		
C52420	T35603			
C52421	T35604	http://purl.obolibrary.org/obo/PATO_0000384		
C52422	T35605	http://purl.obolibrary.org/obo/PATO_0000384		
C52423	T35605			
C52424	T35606	http://purl.obolibrary.org/obo/PATO_0000384		
C52425	T35606			
C52426	T35607	http://purl.obolibrary.org/obo/PATO_0000384		
C52427	T35608	http://purl.obolibrary.org/obo/PATO_0000384		
C52428	T35608			
C52430	T35609			
C52433	T35610			
C52435	T35611			
C52437	T35612			
C52439	T35613			
C52441	T35614			
C52442	T35615	http://purl.obolibrary.org/obo/PATO_0000384		
C52443	T35615			
C52444	T35616	http://purl.obolibrary.org/obo/PATO_0000384		
C52445	T35616			
C52446	T35617	http://purl.obolibrary.org/obo/PATO_0000384		
C52447	T35617			
C52448	T35618	http://purl.obolibrary.org/obo/PATO_0000384		
C52449	T35618			
C52450	T35619	http://purl.obolibrary.org/obo/PATO_0000384		
C52451	T35619			
C52452	T35620	http://purl.obolibrary.org/obo/PATO_0000384		
C52453	T35620			
C52454	T35621	http://purl.obolibrary.org/obo/PATO_0000384		
C52455	T35622	http://purl.obolibrary.org/obo/PATO_0000384		
C52456	T35623	http://purl.obolibrary.org/obo/PATO_0000384		
C52457	T35624	http://purl.obolibrary.org/obo/PATO_0000384		
C52458	T35624			
C52459	T35625	http://purl.obolibrary.org/obo/PATO_0000384		
C52460	T35625			
C52461	T35626	http://purl.obolibrary.org/obo/PATO_0000384		
C52462	T35626			
C52463	T35627	http://purl.obolibrary.org/obo/PATO_0000384		
C52464	T35627			
C52465	T35628	http://purl.obolibrary.org/obo/PATO_0000384		
C52466	T35628			
C52467	T35629	http://purl.obolibrary.org/obo/PATO_0000384		
C52468	T35629			
C52469	T35630	http://purl.obolibrary.org/obo/PATO_0000384		
C52470	T35630			
C52471	T35631	http://purl.obolibrary.org/obo/PATO_0000384		
C52472	T35631			
C52473	T35632	http://purl.obolibrary.org/obo/PATO_0000384		
C52474	T35632			
C52475	T35633	http://purl.obolibrary.org/obo/PATO_0000384		
C52476	T35633			
C52477	T35634	http://purl.obolibrary.org/obo/PATO_0000384		
C52478	T35634			
C52479	T35635	http://purl.obolibrary.org/obo/PATO_0000384		
C52480	T35636	http://purl.obolibrary.org/obo/PATO_0000384		
C52481	T35636			
C52482	T35637	http://purl.obolibrary.org/obo/PATO_0000384		
C52483	T35637			
C52484	T35638	http://purl.obolibrary.org/obo/PATO_0000384		
C52485	T35638			
C52486	T35639	http://purl.obolibrary.org/obo/PATO_0000384		
C52487	T35639			
C52488	T35640	http://purl.obolibrary.org/obo/PATO_0000384		
C52489	T35640			
C52490	T35641	http://purl.obolibrary.org/obo/PATO_0000384		
C52491	T35642	http://purl.obolibrary.org/obo/PATO_0000384		
C52492	T35642			
